-9.195256193376728782e-02 1.616842996134680410e+00
-1.610772327479207955e-01 1.384973835688954491e+00
4.723991731729315635e-01 7.993927192845005081e-01
-3.778173616902189003e-02 9.646423568112296731e-01
1.530747239726780451e-01 6.541865932134230954e-01
6.518850163653929775e-01 1.123492013825298841e+00
6.960083939883606741e-01 5.884688841924161640e-01
-8.993018481348397097e-02 1.620667394059476241e+00
9.014494053999846934e-02 5.335916626548541375e-01
1.724242501523068904e-01 8.436127390355365741e-01
-9.476310675696214547e-01 7.311174811118754668e-01
5.519931084162387203e-01 9.753286814138643068e-01
3.385926843488445970e-01 1.389662271484114031e+00
-8.789288476436299957e-01 1.110325267995582843e+00
8.933658679611586884e-01 8.397804017765306828e-01
-1.002861204972297582e+00 8.404347457112351094e-01
-6.775410309803350239e-01 1.303099092758460253e+00
-7.896459781065202632e-01 6.217953851592288306e-01
-9.822764447931953136e-01 1.286007777963639853e+00
6.273703432019607229e-01 1.006397483523078451e+00
3.050275637061608536e-01 7.766711969769286572e-01
-9.098228420554106410e-01 1.007455970238005261e+00
2.014295803258578099e-01 1.153402651825276459e+00
-2.007746914542917760e-01 5.406053576361540269e-01
-1.575869848278214080e-01 1.016144939375669187e+00
9.950054898995562835e-01 1.055889859266454955e+00
-4.391206148571106804e-01 7.931262836442072306e-01
8.225176899466017932e-01 1.387255068334497299e+00
2.607293336264688843e-01 1.559006713530068922e+00
-9.214611560263301360e-02 7.200379466900941328e-01
1.357992921792926744e+00 1.204680509008696498e+00
2.462934816246320935e+00 9.678902629147556613e-02
2.117788479125501500e+00 1.127970229711986683e+00
2.684001414232009886e+00 9.656502427453490522e-01
2.699833167532043721e+00 3.249686146184985747e-01
2.476768452004766807e+00 5.102700511866593569e-01
1.944407010050880125e+00 1.720034240025039018e-01
2.245505143081594657e+00 1.188675839396181599e+00
2.490264392180695285e+00 1.715275022152118911e+00
2.200863588898528622e+00 1.216846108704809470e+00
2.060730628319153546e+00 1.335709566014820604e+00
3.081255337290815355e+00 1.124000854178517361e+00
2.433489319820802965e+00 2.103528632703103085e+00
2.711159215516953935e+00 2.994075417139699935e-01
2.148157851570969168e+00 4.979948780530215613e-01
2.179831833507200667e+00 1.374380055140916879e+00
2.024652815204996958e+00 4.015220963901480200e-01
1.308301229865175941e+00 -1.256513095080764586e-01
2.036525595907597186e+00 1.333399481206993809e+00
6.724488138680981830e-01 1.226229719504002391e+00
2.677014447229760563e+00 1.540887695334666407e+00
2.124333733265922231e+00 9.498591481035891793e-01
2.581095479549186056e+00 1.514119154243445564e+00
1.047243913488531852e+00 1.302044384518037834e+00
1.807438553310181328e+00 1.452813115374514297e+00
1.743332748462725235e+00 6.020544371129532557e-01
1.578878857376025957e+00 1.280576631901626294e+00
1.893813346313068635e+00 7.707972210812075176e-01
2.067402285819935237e+00 3.413546975242071069e-01
1.571506192295386795e+00 8.445047921598375362e-01
1.353185705533300309e+00 2.034051593488709564e+00
2.327242684768676018e+00 8.829160919201765045e-01
2.837958621594096176e+00 7.213868407244007352e-01
2.016050402540360054e+00 6.720488266986771597e-01
2.255769663089235877e+00 6.334234894864103627e-01
1.826226856507605856e+00 1.619837937724345034e+00
1.907068343724526382e+00 8.095770035315676960e-01
8.630385541299516738e-01 7.221032171218324525e-01
3.047090934941034668e+00 2.052722649326377269e+00
1.652385405836088506e+00 7.378583210595193176e-01
1.730287319549300928e+00 1.142954886167716566e+00
1.820689257757449164e+00 5.165045695505798840e-01
2.483909078099473255e+00 1.177911563045045629e+00
2.528667831433919932e+00 1.191473600814442202e+00
2.602585592255271862e+00 7.306097404129066053e-01
1.682805670240785201e+00 8.559199839498548013e-01
2.045784725220587408e+00 1.980710562589186985e+00
2.461011789107345304e+00 2.192714030447310058e+00
2.058061184741312388e+00 1.162919884200871667e+00
2.211309155539466609e+00 1.462191582509960952e+00
2.072702737223824698e+00 -2.938079661783288277e-01
2.771487869173252072e+00 7.235968063935909189e-01
1.404274189362171743e+00 3.210285143586066869e-01
1.237418214215242118e+00 1.019762930422430935e+00
2.118101803935864780e+00 8.629703875627947607e-01
2.682840289744219398e+00 2.673885355557931165e-01
2.065777825695677805e+00 7.394040531781744807e-01
2.101279588862667413e+00 1.350638068662820324e+00
2.273211095830011352e+00 2.871498354025204813e-01
2.631669153464338606e+00 1.021695199680855648e+00
1.692761494045527115e+00 1.318986437782061483e+00
2.474359000126306718e+00 8.677167060703844248e-01
1.729935993818343620e+00 8.706402286306320626e-01
9.088618533686250167e-01 1.541664338257486166e+00
1.903755784202617818e+00 1.219462256468385242e+00
2.207398598312722449e+00 1.592938691932002548e+00
1.996918871975448040e+00 1.949536069375002123e+00
1.928242243092493702e+00 6.001266858350196021e-02
1.855775159252929685e+00 1.401534583839428860e+00
1.782340729796897616e+00 3.303293340067048334e-01
